0.000000000000000000e+00 5.115763824767380896e+00
8.999999999999999212e-05 5.113629682878213067e+00
1.799999999999999842e-04 5.110513123345635123e+00
2.700000000000000035e-04 5.105614692246204456e+00
3.599999999999999685e-04 5.099430426591354149e+00
4.499999999999999877e-04 5.092778544076884017e+00
5.400000000000000069e-04 5.086982213597838864e+00
6.299999999999999177e-04 5.084244799877456700e+00
7.199999999999999369e-04 5.088523723797917064e+00
8.100000000000000646e-04 5.108085074050603858e+00
8.999999999999999754e-04 5.144839669085655487e+00
9.882352941176471891e-04 5.167787788175150610e+00
1.076470588235294186e-03 5.163918015827396069e+00
1.164705882352941183e-03 5.147366410305777684e+00
1.252941176470588180e-03 5.117950063292817653e+00
1.341176470588235177e-03 5.075395343902705747e+00
1.429411764705882174e-03 5.019334809884298920e+00
1.517647058823529170e-03 4.949302358479235053e+00
1.605882352941176167e-03 4.864726271925306378e+00
1.694117647058823164e-03 4.764919610562208696e+00
1.782352941176470161e-03 4.649067188649796734e+00
1.870588235294117158e-03 4.516208130836103507e+00
1.958823529411764155e-03 4.365212709674462843e+00
2.047058823529411369e-03 4.194751714754740846e+00
2.135294117647058149e-03 4.003255860733397675e+00
2.223529411764705362e-03 3.788861516086161618e+00
2.311764705882352142e-03 3.549337047154516700e+00
2.400000000000000223e-03 3.030144154154518432e+00
2.489285714285714279e-03 2.437267816868792458e+00
2.578571428571428768e-03 2.156216107266250681e+00
2.667857142857142823e-03 2.032657272102723400e+00
2.757142857142856878e-03 1.966507406298250604e+00
2.846428571428570933e-03 1.929884470084127335e+00
2.935714285714285422e-03 1.910110105584439610e+00
3.024999999999999478e-03 1.900317965322070979e+00
3.114285714285713533e-03 1.896427364279020367e+00
3.203571428571428022e-03 1.895875391899649820e+00
3.292857142857142077e-03 1.897000468482123114e+00
3.382142857142856132e-03 1.898714259339312260e+00
3.471428571428570621e-03 1.900317978962355436e+00
3.560714285714284676e-03 1.901398275245630431e+00
3.649999999999998732e-03 1.902144525057138491e+00
